customer_id,company_name,industry,company_size,country_code,country_name,timezone,contact_email,signup_date,is_active,churned_at,churn_reason,nps_score,is_churned,plan_tier,plan_name,mrr_usd,status,start_date,end_date,billing_cycle,cancellation_reason,ticket_count,avg_satisfaction,escalated_count,total_events,days_active,feature_count,avg_session_sec,engagement_score,member_count,high_ticket,ticket_bucket,segment_label,ticket_bucket_sort
947,OrbitLabs,Education,small,JP,Japan,Asia/Tokyo,karen.young@gmail.com,2023-11-04,1,0,Not Churned,9.0,0,professional,Professional Plus,49.17,paused,2024-08-24,0,annual,Not Cancelled,1,4.0,0,36,1,1,2522.260869565217,0.7244,34,0,1 ticket,Stable Paid,2
948,OrbitPlatform,Finance,small,FR,France,Europe/Paris,paul.allen@startup.co,2023-11-03,0,2024-04-07 04:12:11,Integration issues,8.0,1,enterprise,Enterprise,99.0,cancelled,2024-01-20,2024-04-07,monthly,Not Cancelled,0,0.0,0,48,1,1,1961.0975609756097,0.7223,47,0,0 tickets,Churned — Low Engagement,1
949,ZealWorks,Technology,medium,AU,Australia,Australia/Sydney,sofia.ramirez@gmail.com,2024-01-15,0,2024-08-15 01:26:12,Not enough users,7.0,1,professional,Professional Plus,49.17,cancelled,2024-01-15,2024-08-15,annual,Too expensive,0,0.0,0,43,1,1,2018.75,0.7296,42,0,0 tickets,Churned — Low Engagement,1
950,Ultra Ventures,Manufacturing,enterprise,US,United States,America/Chicago,michael.garcia@yahoo.com,2024-05-19,1,0,Not Churned,7.0,0,professional,Professional,32.5,active,2025-04-19,0,annual,Not Cancelled,0,0.0,0,49,1,1,1839.175,0.7283,47,0,0 tickets,Stable Paid,1
951,DataLabs,Technology,small,DE,Germany,Europe/Berlin,dmitri.white@company.io,2023-03-31,0,2024-08-23 04:57:55,Company closed,10.0,1,professional,Professional,29.25,cancelled,2023-03-31,2024-08-23,monthly,Not Cancelled,0,0.0,0,38,1,1,1816.6666666666667,0.7198,38,0,0 tickets,Churned — Low Engagement,1
952,Link Cloud,Real Estate,enterprise,JP,Japan,Asia/Tokyo,robert.santos@enterprise.com,2023-09-24,0,2025-06-17 19:05:22,Not Churned,3.0,1,enterprise,Enterprise,70.12,cancelled,2024-12-15,2025-06-17,annual,Too expensive,0,0.0,0,37,1,1,2239.076923076923,0.7216,36,0,0 tickets,Churned — Low Engagement,1
953,KiteNet,Consulting,small,JP,Japan,Asia/Tokyo,karen.jackson@startup.co,2023-08-29,1,0,Not Churned,7.0,0,enterprise,Enterprise Custom,199.0,active,2024-06-13,0,monthly,Not Cancelled,0,0.0,0,34,1,1,1895.0434782608693,0.7213,33,0,0 tickets,Champions,1
954,Data Ventures,Telecommunications,small,US,United States,America/Los_Angeles,michael.lewis@protonmail.com,2024-12-05,1,0,Not Churned,7.0,0,free,Free,0.0,active,2024-12-05,0,annual,Not Cancelled,1,0.0,0,48,1,1,1922.4594594594596,0.722,48,0,1 ticket,Upsell Candidates,2
955,HubStack,Logistics,medium,FR,France,Europe/Paris,emily.martin@enterprise.com,2024-01-08,0,2024-07-04 17:36:22,Company closed,0.0,1,free,Free,0.0,cancelled,2024-01-08,2024-07-04,monthly,Budget cuts,0,0.0,0,50,2,2,1674.1351351351352,0.7078,47,0,0 tickets,Churned — Low Engagement,1
956,YieldSolutions,Consulting,large,AU,Australia,Australia/Sydney,mei.rivera@company.io,2024-12-25,1,0,Not Churned,10.0,0,starter,Starter,8.5,active,2025-08-28,0,annual,Not Cancelled,0,0.0,0,46,1,1,1669.4358974358977,0.7287,45,0,0 tickets,Stable Paid,1
957,ArcTech,Marketing,small,US,United States,America/New_York,david.thomas@protonmail.com,2025-01-08,0,2025-02-21 22:22:17,Not Churned,2.0,1,enterprise,Enterprise,99.0,cancelled,2025-01-08,2025-02-21,monthly,Budget cuts,2,5.0,0,39,1,1,1514.7777777777778,0.6898,39,0,2-3 tickets,Churned — Low Engagement,3
958,GridIO,Media,small,GB,United Kingdom,Europe/London,elizabeth.perez@tech.dev,2024-02-05,1,0,Not Churned,7.0,0,professional,Professional Plus,59.0,active,2024-02-05,0,monthly,Not Cancelled,0,0.0,0,50,2,2,1902.2368421052631,0.728,48,0,0 tickets,Stable Paid,1
959,BeamHub,Insurance,small,CA,Canada,America/Toronto,olga.nguyen@beamhub.com,2023-12-07,0,2025-04-07 17:43:33,Not Churned,7.0,1,professional,Professional,39.0,cancelled,2024-07-23,2025-04-07,monthly,Not using it,0,0.0,0,37,1,1,1783.625,0.7103,34,0,0 tickets,Churned — Low Engagement,1
960,Peak AI,Retail,small,SG,Singapore,Asia/Singapore,emily.taylor+work@gmail.com,2025-04-21,1,0,Not Churned,7.0,0,enterprise,Enterprise,70.12,active,2025-04-21,0,annual,Not Cancelled,0,0.0,0,37,1,1,2170.9666666666667,0.7291,36,0,0 tickets,Stable Paid,1
961,Unit Hub,Logistics,enterprise,DE,Germany,Europe/Berlin,lars.hill@corp.net,2024-11-08,1,0,Not Churned,7.0,0,starter,Starter,9.6,active,2024-11-08,0,monthly,Not Cancelled,0,0.0,0,38,1,1,1756.774193548387,0.7201,37,0,0 tickets,Stable Paid,1
962,YieldDynamics,Finance,medium,SG,Singapore,Asia/Singapore,richard.smith@hotmail.com,2023-01-22,0,2024-03-28 02:08:27,No longer needed,7.0,1,professional,Professional Plus,50.15,cancelled,2023-01-22,2024-03-28,monthly,Not using it,1,0.0,0,42,1,1,1836.9411764705883,0.7245,42,0,1 ticket,Churned — Low Engagement,2
963,Grid Hub,Telecommunications,small,DE,Germany,Europe/Berlin,paul.hall@yahoo.com,2025-05-23,1,0,Not Churned,7.0,0,professional,Professional,39.0,active,2025-05-23,0,monthly,Not Cancelled,0,0.0,0,44,2,2,1635.071428571429,0.7231,41,0,0 tickets,Stable Paid,1
964,Core Works,Healthcare,medium,JP,Japan,Asia/Tokyo,sandra.allen@protonmail.com,2023-12-31,1,0,Not Churned,7.0,0,starter,Starter Plus,19.0,active,2023-12-31,0,monthly,Not Cancelled,0,0.0,0,44,1,1,1519.4054054054054,0.7251,43,0,0 tickets,Stable Paid,1
965,IrisAnalytics,Telecommunications,medium,US,United States,America/Chicago,robert.hernandez@tech.dev,2025-08-04,1,0,Not Churned,6.0,0,professional,Professional,27.62,active,2025-08-04,0,annual,Not Cancelled,0,0.0,0,43,1,1,1686.5,0.7271,42,0,0 tickets,Stable Paid,1
966,Glow Hub,Insurance,medium,GB,United Kingdom,Europe/London,william.gonzalez@corp.net,2023-03-10,1,0,Not Churned,7.0,0,free,Free,0.0,active,2023-11-22,0,annual,Not Cancelled,0,0.0,0,40,1,1,1350.8666666666666,0.7279,39,0,0 tickets,Upsell Candidates,1
967,JadeHub,Marketing,large,IN,India,Asia/Kolkata,richard.williams@corp.net,2024-11-11,1,0,Not Churned,7.0,0,enterprise,Enterprise,99.0,active,2025-07-24,0,monthly,Not Cancelled,1,0.0,0,42,1,1,1690.029411764706,0.7189,41,0,1 ticket,Stable Paid,2
968,Grid Group,Media,medium,US,United States,America/Chicago,emily.rodriguez@tech.dev,2023-12-15,0,2025-10-04 18:57:13,Too expensive,7.0,1,professional,Professional,39.0,cancelled,2024-11-20,2025-10-04,monthly,Not Cancelled,0,0.0,0,46,2,2,1767.6176470588234,0.7136,44,0,0 tickets,Churned — Low Engagement,1
969,PulseCloud,Manufacturing,small,US,United States,America/New_York,ana.miller@yahoo.com,2025-04-15,1,0,Not Churned,6.0,0,professional,Professional,32.5,active,2025-08-14,0,annual,Not Cancelled,0,0.0,0,55,1,1,2073.204545454545,0.7235,53,0,0 tickets,Stable Paid,1
970,Ion Dev,Real Estate,medium,US,United States,America/Chicago,nancy.davis@company.io,2023-05-07,0,2024-04-30 19:30:28,Integration issues,7.0,1,starter,Starter,12.0,cancelled,2023-05-07,2024-04-30,monthly,Not Cancelled,0,0.0,0,50,1,1,1555.5263157894738,0.7288,48,0,0 tickets,Churned — Low Engagement,1
971,FlowNet,Real Estate,enterprise,FR,France,Europe/Paris,paul.martin@outlook.com,2025-02-09,1,0,Not Churned,9.0,0,starter,Starter,12.0,active,2025-09-01,0,monthly,Not Cancelled,0,0.0,0,44,1,1,1558.138888888889,0.7284,41,0,0 tickets,Stable Paid,1
972,Data Digital,Healthcare,small,BR,Brazil,America/Sao_Paulo,james.miller@company.io,2023-04-20,1,0,Not Churned,8.0,0,free,Free,0.0,active,2024-06-01,0,monthly,Not Cancelled,0,0.0,0,43,1,1,1730.8125,0.7168,41,0,0 tickets,Upsell Candidates,1
973,Peak Ventures,Legal,enterprise,US,United States,America/Chicago,aisha.tanaka@yahoo.com,2025-09-07,1,0,Not Churned,7.0,0,starter,Starter Plus,15.83,active,2025-09-07,0,annual,Not Cancelled,1,5.0,0,39,1,1,1758.0967741935483,0.7253,39,0,1 ticket,Stable Paid,2
974,ArcLabs,Telecommunications,small,BR,Brazil,America/Sao_Paulo,mei.patel@tech.dev,2024-03-16,1,0,Not Churned,7.0,0,free,Free,0.0,active,2024-03-16,0,monthly,Not Cancelled,0,0.0,0,45,1,1,1661.8285714285714,0.7083,44,0,0 tickets,Upsell Candidates,1
975,Nexus Systems,Legal,medium,DE,Germany,Europe/Berlin,raj.hill@startup.co,2025-02-03,1,0,Not Churned,5.0,0,starter,Starter Plus,19.0,active,2025-02-03,0,monthly,Not Cancelled,0,0.0,0,33,1,1,1460.0,0.6884,32,0,0 tickets,Stable Paid,1
976,Edge Ops,Manufacturing,small,GB,United Kingdom,Europe/London,sarah.davis@outlook.com,2023-01-15,1,0,Not Churned,7.0,0,starter,Starter,10.0,active,2023-01-15,0,annual,Not Cancelled,0,0.0,0,37,1,1,2026.25,0.7069,37,0,0 tickets,Stable Paid,1
977,YieldOps,Education,medium,SG,Singapore,Asia/Singapore,richard.green@hotmail.com,2025-05-28,1,0,Not Churned,7.0,0,enterprise,Enterprise,99.0,active,2025-08-11,0,monthly,Not Cancelled,1,4.0,0,30,1,1,1815.0,0.7278,29,0,1 ticket,Stable Paid,2
978,Beam HQ,Finance,small,US,United States,America/New_York,ahmed.robinson@outlook.com,2023-05-25,1,0,Not Churned,9.0,0,professional,Professional,27.62,active,2023-11-27,0,annual,Not Cancelled,0,0.0,0,33,1,1,2070.4074074074074,0.7284,33,0,0 tickets,Stable Paid,1
979,Drift Studio,Education,large,GB,United Kingdom,Europe/London,mark.gonzalez@enterprise.com,2023-10-04,0,2024-04-22 07:38:30,Not enough users,7.0,1,starter,Starter,12.0,cancelled,2023-10-04,2024-04-22,monthly,Not using it,1,0.0,0,35,1,1,1677.2333333333331,0.7139,34,0,1 ticket,Churned — Low Engagement,2
980,ZealPlatform,Manufacturing,small,JP,Japan,Asia/Tokyo,steven.adams@company.io,2024-12-07,0,2025-09-18 15:44:35,Outgrew the platform,7.0,1,professional,Professional Plus,49.17,cancelled,2025-07-10,2025-09-18,annual,Too expensive,0,0.0,0,54,1,1,1808.6530612244896,0.7291,54,0,0 tickets,Churned — Low Engagement,1
981,QuarkPlatform,Logistics,medium,BR,Brazil,America/Sao_Paulo,andrew.tanaka@enterprise.com,2023-01-04,0,2023-03-05 09:37:26,Company closed,7.0,1,enterprise,Enterprise Custom,149.25,cancelled,2023-11-09,0,monthly,Company reorganization,0,0.0,0,36,1,1,2037.2592592592596,0.7261,34,0,0 tickets,Churned — Low Engagement,1
982,Rush Ventures,E-commerce,large,AU,Australia,Australia/Sydney,wei.santos@rushventures.com,2024-04-28,1,0,Not Churned,7.0,0,enterprise,Enterprise,99.0,active,2024-04-28,0,monthly,Not Cancelled,0,0.0,0,35,1,1,1560.2413793103449,0.7252,34,0,0 tickets,Stable Paid,1
983,OrbitCorp,E-commerce,medium,AU,Australia,Australia/Sydney,paul.chen@tech.dev,2023-05-19,1,0,Not Churned,7.0,0,professional,Professional,32.5,active,2023-05-19,0,annual,Not Cancelled,1,0.0,1,45,1,1,1856.645161290323,0.7228,43,0,1 ticket,Stable Paid,2
984,QuarkLabs,Manufacturing,small,DE,Germany,Europe/Berlin,raj.nguyen@outlook.com,2023-08-31,1,0,Not Churned,5.0,0,professional,Professional,32.5,active,2023-11-05,0,annual,Not Cancelled,0,0.0,0,32,1,1,1445.0833333333333,0.6881,31,0,0 tickets,Stable Paid,1
985,CloudIO,Media,small,SG,Singapore,Asia/Singapore,priya.hall@enterprise.com,2023-08-10,1,0,Not Churned,7.0,0,starter,Starter,10.0,active,2023-08-10,0,annual,Not Cancelled,0,0.0,0,51,1,1,1992.046511627907,0.7166,51,0,0 tickets,Stable Paid,1
986,Sage Studio,Telecommunications,small,CA,Canada,America/Toronto,kimberly.hall@sagestudio.com,2023-10-09,0,2025-08-07 17:02:40,No longer needed,0.0,1,starter,Starter Plus,19.0,cancelled,2024-01-22,2025-08-07,monthly,Not using it,0,0.0,0,35,1,1,1797.25,0.7198,34,0,0 tickets,Churned — Low Engagement,1
987,DataOps,Real Estate,small,US,United States,America/New_York,linda.patel@protonmail.com,2024-03-18,0,2024-06-05 03:24:02,No longer needed,0.0,1,starter,Starter,12.0,cancelled,2024-12-24,0,monthly,Budget cuts,0,0.0,0,40,1,1,1605.235294117647,0.7281,40,0,0 tickets,Churned — Low Engagement,1
988,Arc Systems,Healthcare,enterprise,US,United States,America/Los_Angeles,susan.jones@hotmail.com,2023-06-20,1,0,Not Churned,8.0,0,professional,Professional,32.5,active,2025-03-10,0,annual,Not Cancelled,0,0.0,0,51,1,1,2034.6666666666667,0.7278,50,0,0 tickets,Stable Paid,1
989,MistDynamics,E-commerce,medium,AU,Australia,Australia/Sydney,barbara.flores@company.io,2023-08-08,1,0,Not Churned,7.0,0,starter,Starter Plus,16.15,active,2023-08-08,0,monthly,Not Cancelled,0,0.0,0,38,1,1,1654.0,0.7229,37,0,0 tickets,Stable Paid,1
990,Data Platform,Legal,large,JP,Japan,Asia/Tokyo,ana.davis@corp.net,2025-04-16,0,2025-08-24 13:50:33,No longer needed,1.0,1,enterprise,Enterprise,66.0,cancelled,2025-12-08,0,annual,Company reorganization,0,0.0,0,28,1,1,1895.782608695652,0.7125,28,0,0 tickets,Churned — Low Engagement,1
991,PulseDynamics,Marketing,medium,JP,Japan,Asia/Tokyo,jennifer.taylor@pulsedynamics.com,2024-05-17,1,0,Not Churned,9.0,0,starter,Starter,9.0,active,2025-09-12,0,annual,Not Cancelled,1,3.0,0,53,1,1,1689.2380952380952,0.7218,51,0,1 ticket,Stable Paid,2
992,Jet Group,Consulting,small,AU,Australia,Australia/Sydney,olga.green@company.io,2024-11-28,1,0,Not Churned,7.0,0,free,Free,0.0,active,2024-11-28,0,monthly,Not Cancelled,0,0.0,0,46,1,1,1779.428571428571,0.7296,44,0,0 tickets,Upsell Candidates,1
993,Bolt Hub,Logistics,large,US,United States,America/New_York,kenji.tanaka@yahoo.com,2025-04-07,1,0,Not Churned,8.0,0,professional,Professional,39.0,active,2025-04-07,0,monthly,Not Cancelled,1,0.0,0,36,1,1,1878.071428571429,0.7258,35,0,1 ticket,Stable Paid,2
994,OnyxPro,Technology,large,US,United States,America/Los_Angeles,daniel.lee@tech.dev,2025-02-09,1,0,Not Churned,8.0,0,professional,Professional Plus,59.0,active,2025-10-24,0,monthly,Not Cancelled,0,0.0,0,41,1,1,1835.0967741935483,0.7251,41,0,0 tickets,Stable Paid,1
995,Warp Cloud,Media,medium,US,United States,America/New_York,charles.harris@warpcloud.com,2024-09-05,0,2025-04-25 22:42:39,Missing features,4.0,1,starter,Starter,10.0,cancelled,2024-09-05,2025-04-25,annual,Not using it,0,0.0,0,43,1,1,2211.969696969697,0.7269,42,0,0 tickets,Churned — Low Engagement,1
996,XenonPro,Media,small,AU,Australia,Australia/Sydney,matthew.torres@protonmail.com,2023-11-26,1,0,Not Churned,6.0,0,starter,Starter,12.0,paused,2023-11-26,0,monthly,Not Cancelled,0,0.0,0,46,1,1,1457.9166666666667,0.7193,44,0,0 tickets,Stable Paid,1
997,Edge AI,Education,enterprise,US,United States,America/New_York,linda.sanchez@tech.dev,2025-01-26,0,2025-10-25 22:48:48,Not Churned,7.0,1,free,Free,0.0,cancelled,2025-01-26,2025-10-25,annual,Company reorganization,0,0.0,0,43,1,1,2214.45945945946,0.7263,42,0,0 tickets,Churned — Low Engagement,1
998,Trek Hub,E-commerce,medium,SG,Singapore,Asia/Singapore,robert.sanchez@trekhub.com,2024-02-14,1,0,Not Churned,4.0,0,starter,Starter,12.0,active,2024-02-14,0,monthly,Not Cancelled,0,0.0,0,42,1,1,1709.030303030303,0.712,41,0,0 tickets,Stable Paid,1
999,Pulse Corp,Insurance,large,US,United States,America/Los_Angeles,nancy.patel@pulsecorp.com,2025-09-10,1,0,Not Churned,9.0,0,free,Free,0.0,active,2025-09-10,0,monthly,Not Cancelled,2,4.0,0,44,1,1,1652.4571428571428,0.7207,44,0,2-3 tickets,Upsell Candidates,3
1000,SyncStack,Marketing,enterprise,IN,India,Asia/Kolkata,priya.jackson@startup.co,2025-01-08,1,0,Not Churned,8.0,0,free,Free,0.0,active,2025-01-08,0,annual,Not Cancelled,1,0.0,0,37,1,1,1689.0344827586207,0.7163,36,0,1 ticket,Upsell Candidates,2
1001,Flow IO,Manufacturing,small,AU,Australia,Australia/Sydney,mei.moore@tech.dev,2025-07-29,0,2025-09-18 22:18:24,Not Churned,1.0,1,professional,Professional,39.0,cancelled,2025-10-30,0,monthly,Company reorganization,0,0.0,0,37,1,1,2025.84375,0.7174,37,0,0 tickets,Churned — Low Engagement,1
1002,RushWorks,Finance,medium,BR,Brazil,America/Sao_Paulo,dmitri.hall@gmail.com,2024-10-16,0,2025-10-12 06:12:49,Poor support experience,8.0,1,professional,Professional,31.2,cancelled,2025-10-20,0,monthly,Switched competitor,0,0.0,0,41,1,1,1428.3714285714286,0.7165,40,0,0 tickets,Churned — Low Engagement,1
1003,LinkWorks,Healthcare,medium,FR,France,Europe/Paris,joseph.tanaka@outlook.com,2024-04-10,1,0,Not Churned,7.0,0,starter,Starter Plus,19.0,active,2024-04-10,0,monthly,Not Cancelled,0,0.0,0,42,2,2,1864.3243243243244,0.7288,41,0,0 tickets,Stable Paid,1
1004,MetaPlatform,Logistics,large,GB,United Kingdom,Europe/London,ashley.wilson@metaplatform.com,2024-02-21,1,0,Not Churned,7.0,0,professional,Professional Plus,53.1,active,2025-05-04,0,monthly,Not Cancelled,0,0.0,0,35,1,1,2144.233333333333,0.7273,35,0,0 tickets,Stable Paid,1
1005,WarpGroup,Consulting,enterprise,IN,India,Asia/Kolkata,matthew.miller@startup.co,2025-01-07,1,0,Not Churned,7.0,0,enterprise,Enterprise,99.0,active,2025-01-07,0,monthly,Not Cancelled,4,2.0,0,40,1,1,1972.1724137931035,0.7253,39,1,4-6 tickets,At-Risk Paid,4
1006,LunaSoftware,Insurance,small,BR,Brazil,America/Sao_Paulo,michael.perez@yahoo.com,2024-06-20,1,0,Not Churned,7.0,0,professional,Professional,39.0,active,2024-06-20,0,monthly,Not Cancelled,0,0.0,0,50,1,1,1824.205128205128,0.7223,50,0,0 tickets,Stable Paid,1
1007,OnyxNet,Legal,small,BR,Brazil,America/Sao_Paulo,linda.patel@corp.net,2024-02-06,1,0,Not Churned,7.0,0,starter,Starter,10.0,active,2024-02-06,0,annual,Not Cancelled,1,0.0,0,50,1,1,1989.5,0.7143,48,0,1 ticket,Stable Paid,2
1008,DataTech,Healthcare,enterprise,US,United States,America/Chicago,kenji.king@outlook.com,2023-08-20,1,0,Not Churned,6.0,0,free,Free,0.0,active,2023-08-20,0,monthly,Not Cancelled,0,0.0,0,49,1,1,1847.0,0.7283,48,0,0 tickets,Upsell Candidates,1
1009,LinkDigital,Manufacturing,small,US,United States,America/Los_Angeles,sofia.patel@corp.net,2023-03-17,1,0,Not Churned,6.0,0,starter,Starter,10.2,active,2023-03-17,0,monthly,Not Cancelled,0,0.0,0,47,1,1,1878.081081081081,0.7262,46,0,0 tickets,Stable Paid,1
1010,FlowAnalytics,Legal,large,FR,France,Europe/Paris,christopher.rodriguez@gmail.com,2024-10-07,0,2025-09-09 14:16:30,Company closed,9.0,1,free,Free,0.0,cancelled,2024-10-07,2025-09-09,monthly,Too expensive,0,0.0,0,37,1,1,1716.1379310344828,0.7188,35,0,0 tickets,Churned — Low Engagement,1
1011,Zeal Labs,Technology,small,US,United States,America/New_York,dorothy.wilson@zeallabs.com,2025-06-11,1,0,Not Churned,8.0,0,free,Free,0.0,active,2025-06-11,0,annual,Not Cancelled,1,5.0,0,37,2,2,2013.4666666666667,0.7251,36,0,1 ticket,Upsell Candidates,2
1012,Luna Hub,E-commerce,small,IN,India,Asia/Kolkata,daniel.brown@yahoo.com,2023-04-22,1,0,Not Churned,7.0,0,professional,Professional Plus,49.17,active,2023-12-22,0,annual,Not Cancelled,0,0.0,0,49,1,1,1927.1538461538464,0.7222,48,0,0 tickets,Stable Paid,1
1013,SyncPro,Healthcare,small,DE,Germany,Europe/Berlin,kimberly.smith@hotmail.com,2023-09-01,1,0,Not Churned,7.0,0,professional,Professional Plus,59.0,active,2023-09-01,0,monthly,Not Cancelled,0,0.0,0,30,1,1,1503.9583333333333,0.6924,30,0,0 tickets,Stable Paid,1
1014,Peak Studio,Real Estate,large,US,United States,America/Chicago,patricia.miller@gmail.com,2023-02-18,1,0,Not Churned,7.0,0,free,Free,0.0,active,2023-02-18,0,annual,Not Cancelled,0,0.0,0,42,1,1,1996.78125,0.722,41,0,0 tickets,Upsell Candidates,1
1015,QuarkVentures,Manufacturing,enterprise,BR,Brazil,America/Sao_Paulo,yuki.torres@corp.net,2024-01-20,1,0,Not Churned,7.0,0,starter,Starter Plus,19.0,active,2024-01-20,0,monthly,Not Cancelled,0,0.0,0,55,1,1,1688.7826086956522,0.7296,54,0,0 tickets,Stable Paid,1
1016,Iris Studio,Real Estate,medium,SG,Singapore,Asia/Singapore,andrew.thomas@irisstudio.com,2024-05-27,1,0,Not Churned,9.0,0,professional,Professional Plus,53.1,active,2025-02-10,0,monthly,Not Cancelled,1,0.0,0,43,1,1,1912.5333333333333,0.7151,41,0,1 ticket,Stable Paid,2
1017,Zeal Platform,Education,enterprise,US,United States,America/Los_Angeles,lars.ramirez@gmail.com,2024-12-17,0,2025-08-20 16:05:04,Not enough users,4.0,1,professional,Professional,39.0,cancelled,2025-08-29,0,monthly,Not using it,1,0.0,0,45,2,2,1804.9166666666667,0.7286,44,0,1 ticket,Churned — Low Engagement,2
1018,BoltStack,Legal,small,DE,Germany,Europe/Berlin,kimberly.patel@company.io,2024-09-08,1,0,Not Churned,7.0,0,starter,Starter,10.0,active,2025-08-28,0,annual,Not Cancelled,0,0.0,0,48,1,1,1884.75,0.729,48,0,0 tickets,Stable Paid,1
1019,Jet Net,Real Estate,medium,AU,Australia,Australia/Sydney,lisa.johnson@yahoo.com,2025-02-20,1,0,Not Churned,7.0,0,starter,Starter Plus,15.83,active,2025-02-20,0,annual,Not Cancelled,2,0.0,0,37,1,1,1400.7333333333331,0.7283,36,0,2-3 tickets,Stable Paid,3
1020,Jade Logic,Real Estate,medium,IN,India,Asia/Kolkata,anthony.green@gmail.com,2025-04-08,1,0,Not Churned,7.0,0,professional,Professional Plus,49.17,active,2025-09-30,0,annual,Not Cancelled,0,0.0,0,46,1,1,1717.9166666666667,0.7145,44,0,0 tickets,Stable Paid,1
1021,ZealSoftware,Marketing,medium,IN,India,Asia/Kolkata,priya.davis@protonmail.com,2023-06-02,1,0,Not Churned,7.0,0,professional,Professional,39.0,active,2023-06-02,0,monthly,Not Cancelled,0,0.0,0,49,1,1,1967.9285714285716,0.717,48,0,0 tickets,Stable Paid,1
1022,GlowAnalytics,Technology,enterprise,US,United States,America/New_York,dmitri.hernandez@gmail.com,2024-06-10,1,0,Not Churned,10.0,0,free,Free,0.0,active,2024-06-10,0,annual,Not Cancelled,1,0.0,0,37,1,1,1724.2,0.7193,36,0,1 ticket,Upsell Candidates,2
1023,DataSystems,Insurance,medium,JP,Japan,Asia/Tokyo,richard.jones@corp.net,2025-09-19,1,0,Not Churned,10.0,0,enterprise,Enterprise,99.0,active,2025-09-19,0,monthly,Not Cancelled,3,0.0,0,48,1,1,1811.4285714285716,0.7298,45,0,2-3 tickets,Stable Paid,3
1024,Arc Hub,Finance,enterprise,SG,Singapore,Asia/Singapore,dorothy.gonzalez@startup.co,2023-02-21,1,0,Not Churned,6.0,0,free,Free,0.0,active,2023-02-21,0,annual,Not Cancelled,0,0.0,0,51,1,1,1855.0833333333333,0.728,49,0,0 tickets,Upsell Candidates,1
1025,FluxHQ,Education,medium,US,United States,America/Los_Angeles,patricia.rivera@startup.co,2024-02-26,1,0,Not Churned,6.0,0,professional,Professional Plus,49.17,active,2024-12-25,0,annual,Not Cancelled,0,0.0,0,59,1,1,1846.234042553192,0.7278,58,0,0 tickets,Stable Paid,1
1026,VineIO,Retail,medium,AU,Australia,Australia/Sydney,patricia.hernandez@outlook.com,2023-09-27,0,2025-10-23 11:00:49,Outgrew the platform,7.0,1,free,Free,0.0,cancelled,2023-09-27,2025-10-23,monthly,Missing features,0,0.0,0,37,1,1,1687.4848484848485,0.7247,37,0,0 tickets,Churned — Low Engagement,1
1027,Drift Platform,Healthcare,small,IN,India,Asia/Kolkata,daniel.rivera@driftplatform.com,2024-07-11,1,0,Not Churned,5.0,0,enterprise,Enterprise,74.25,active,2025-06-25,0,monthly,Not Cancelled,0,0.0,0,47,1,1,1679.764705882353,0.7029,45,0,0 tickets,Stable Paid,1
1028,GlowOps,Consulting,medium,JP,Japan,Asia/Tokyo,andrew.thompson@glowops.com,2024-11-14,1,0,Not Churned,8.0,0,starter,Starter Plus,15.83,active,2024-11-14,0,annual,Not Cancelled,1,0.0,0,46,1,1,1798.3142857142857,0.7224,43,0,1 ticket,Stable Paid,2
1029,GridLogic,Healthcare,small,CA,Canada,America/Toronto,ahmed.muller@gridlogic.com,2025-05-03,0,2025-06-19 22:00:09,Not enough users,7.0,1,professional,Professional Plus,59.0,cancelled,2025-05-03,2025-06-19,monthly,Not Cancelled,1,0.0,0,36,1,1,1666.32,0.7033,34,0,1 ticket,Churned — Low Engagement,2
1030,Hive Corp,Finance,medium,JP,Japan,Asia/Tokyo,lisa.chen@corp.net,2025-02-15,1,0,Not Churned,7.0,0,professional,Professional Plus,49.17,active,2025-08-11,0,annual,Not Cancelled,1,0.0,1,33,1,1,1530.4782608695652,0.7173,32,0,1 ticket,Stable Paid,2
1031,Rift Works,Manufacturing,small,IN,India,Asia/Kolkata,joseph.torres@gmail.com,2024-12-20,1,0,Not Churned,7.0,0,starter,Starter,12.0,active,2024-12-20,0,monthly,Not Cancelled,0,0.0,0,46,1,1,1797.9473684210527,0.7262,46,0,0 tickets,Stable Paid,1
1032,ZenOps,Healthcare,medium,CA,Canada,America/Toronto,carlos.brown@hotmail.com,2024-06-14,1,0,Not Churned,9.0,0,free,Free,0.0,active,2024-06-14,0,monthly,Not Cancelled,0,0.0,0,38,1,1,1593.12,0.6818,37,0,0 tickets,Upsell Candidates,1
1033,WarpLabs,Finance,small,SG,Singapore,Asia/Singapore,dmitri.hernandez@company.io,2023-03-30,1,0,Not Churned,7.0,0,professional,Professional,32.5,active,2023-03-30,0,annual,Not Cancelled,0,0.0,0,48,1,1,1777.775,0.7262,48,0,0 tickets,Stable Paid,1
1034,CoreSystems,Manufacturing,medium,US,United States,America/Los_Angeles,olga.jones@coresystems.com,2024-08-07,0,2025-07-12 01:57:39,Not enough users,7.0,1,free,Free,0.0,cancelled,2024-08-07,2025-07-12,monthly,Missing features,0,0.0,0,32,1,1,1819.391304347826,0.7273,32,0,0 tickets,Churned — Low Engagement,1
